#MATRIX_SIZE : 2048
#START : dimanche 13 mai 2012, 17:03:09 (UTC+0200)
#num_iteration	ydim_gpu	speedup
set zlabel "accélération"
81	1728	3.935284
81	1792	3.8177058
81	1856	3.06265
81	1920	3.4895634
81	1984	3.4681026
81	2048	3.4564896
82	0	4.715213
82	64	4.4872762
82	128	4.272198
82	192	4.37995
82	256	5.646683
82	320	6.0128956
82	384	6.3003452
82	448	6.4737558
82	512	7.0739742
82	576	7.5284474
82	640	7.162349
82	704	8.1993896
82	768	7.7421008
82	832	6.7710252
82	896	6.85136
82	960	6.5634158
82	1024	6.1572946
82	1088	5.8890092
82	1152	5.570159
82	1216	5.2649884
82	1280	4.9921342
82	1344	4.8233986
82	1408	4.613225
82	1472	4.3988186
82	1536	4.252171
82	1600	4.0540194
82	1664	3.9902254
82	1728	3.7767814
82	1792	3.6948748
82	1856	2.9955446
82	1920	3.3190324
82	1984	3.3619024
82	2048	3.4184156
83	0	5.2046746
83	64	4.742389
83	128	5.132577
83	192	4.4971014
83	256	5.7672982
83	320	6.055352
83	384	6.447021
83	448	6.8581134
83	512	7.3367064
83	576	7.6427866
83	640	7.9668756
83	704	8.5387722
83	768	7.8981024
83	832	7.4463728
83	896	5.7980562
83	960	6.455334
83	1024	6.2073846
83	1088	6.0259974
83	1152	5.5978948
83	1216	5.264002
83	1280	4.9217274
83	1344	4.9057998
83	1408	4.7204554
83	1472	4.5007084
83	1536	4.2446014
83	1600	4.1357278
83	1664	4.0316642
83	1728	3.8857756
83	1792	3.7857052
83	1856	3.602317
83	1920	3.5240652
83	1984	3.3746802
83	2048	3.4706568
84	0	4.7847854
84	64	4.7396532
84	128	5.0361406
84	192	5.4643926
84	256	5.7103218
84	320	5.9704488
84	384	6.3772256
84	448	6.2613242
84	512	7.1831186
84	576	7.446939
84	640	7.7767458
84	704	8.2740386
84	768	7.5345812
84	832	7.1457336
84	896	6.9317866
84	960	6.5643448
84	1024	6.0850298
84	1088	5.802274
84	1152	5.4977748
84	1216	5.3209632
84	1280	5.0154932
84	1344	4.85124
84	1408	4.6120672
84	1472	4.4671638
84	1536	3.8200328
84	1600	4.1025962
84	1664	3.2846038
84	1728	3.8470918
84	1792	3.6674762
84	1856	3.27466
84	1920	3.4223154
84	1984	3.3329242
84	2048	3.3926872
85	0	4.8065626
85	64	4.736852
85	128	5.1736518
85	192	4.4100508
85	256	5.9583776
85	320	6.1459102
85	384	5.9973432
85	448	6.886821
85	512	7.273873
85	576	7.3190866
85	640	7.100091
85	704	8.3981726
85	768	7.7912208
85	832	7.4886948
85	896	6.747905
85	960	6.4967868
85	1024	6.2373674
85	1088	5.8697492
85	1152	5.6560028
85	1216	4.465254
85	1280	5.1483714
85	1344	4.8615686
85	1408	4.70966
85	1472	4.5175296
85	1536	3.151103
85	1600	4.230436
85	1664	3.9842346
85	1728	3.9313924
85	1792	3.7612692
85	1856	3.017617
85	1920	3.5243032
85	1984	3.4444514
85	2048	2.9064602
86	0	4.9436232
86	64	4.7491916
86	128	4.9865982
86	192	5.2797106
86	256	5.8325976
86	320	6.0537154
86	384	6.4273232
86	448	6.7940728
86	512	7.1058468
86	576	7.5543302
86	640	7.8605638
86	704	8.1723082
86	768	7.7510156
86	832	7.2627988
86	896	6.8801376
86	960	6.5216472
86	1024	6.0358294
86	1088	5.7561802
86	1152	5.5468802
86	1216	5.285516
86	1280	5.0463704
86	1344	3.9875062
86	1408	4.5799846
86	1472	3.3329774
86	1536	3.9674248
86	1600	4.1032038
86	1664	3.4782142
86	1728	3.8266392
86	1792	3.7194288
86	1856	3.5449466
86	1920	3.4384764
86	1984	3.3384302
86	2048	3.387549
87	0	4.7303586
87	64	3.8790036
87	128	5.1995396
87	192	4.901519
87	256	6.0000176
87	320	6.1837468
87	384	6.6220654
87	448	7.0080232
87	512	7.2346928
87	576	7.5233536
87	640	8.0341148
87	704	8.3436084
87	768	7.7307462
87	832	7.4814316
87	896	7.119441
87	960	5.4643734
87	1024	6.1211152
87	1088	5.158797
87	1152	4.8890176
87	1216	5.3295904
87	1280	4.944915
87	1344	4.8534634
87	1408	3.80843
87	1472	4.5046928
87	1536	4.3312966
87	1600	4.1746332
87	1664	4.022866
87	1728	3.9204366
87	1792	3.7583108
87	1856	3.6406596
87	1920	3.5520286
87	1984	3.2472232
87	2048	3.3847078
88	0	4.7829424
88	64	4.6654128
88	128	5.0239372
88	192	5.300604
88	256	5.5566736
88	320	6.0398996
88	384	6.4393262
88	448	6.7609124
88	512	7.156465
88	576	7.4680278
88	640	7.8907414
88	704	8.2122216
88	768	7.8163666
88	832	7.2141336
88	896	6.8931984
88	960	6.4706408
88	1024	6.1349566
88	1088	5.853339
88	1152	5.5558324
88	1216	5.1538882
88	1280	5.0488856
88	1344	4.8568824
88	1408	4.5973708
88	1472	4.4418844
88	1536	4.280382
88	1600	3.4672278
88	1664	3.2148578
88	1728	3.8412372
88	1792	3.0432332
88	1856	2.9921408
88	1920	3.4299322
88	1984	3.3717746
88	2048	3.2621062
89	0	4.8725286
89	64	4.5672144
89	128	4.4494222
89	192	5.3506012
89	256	5.809789
89	320	6.2643874
89	384	6.425927
89	448	6.8865956
89	512	7.2945256
89	576	7.4191954
89	640	7.8513436
89	704	8.2844034
89	768	7.8094548
89	832	6.0510252
89	896	5.6331422
89	960	6.7000582
89	1024	5.180061
89	1088	5.7206476
89	1152	5.5878536
89	1216	5.4240888
89	1280	4.9325396
89	1344	4.950349
89	1408	4.6945052
89	1472	4.3725198
89	1536	3.5107494
89	1600	4.2223246
89	1664	4.022482
89	1728	3.5711872
89	1792	3.755937
89	1856	3.5432976
89	1920	3.4322778
89	1984	3.4486806
89	2048	3.441987
90	0	5.1022194
90	64	4.9997446
90	128	5.043921
90	192	5.3126972
90	256	4.9131688
90	320	4.3762896
90	384	6.4959526
90	448	6.7653932
90	512	7.0645146
90	576	7.4374296
90	640	6.372821
90	704	7.972889
90	768	7.7544904
90	832	7.3390904
90	896	6.6693232
90	960	5.1490556
90	1024	6.1234616
90	1088	5.6145238
90	1152	5.584335
90	1216	5.250637
90	1280	5.032925
90	1344	4.816999
90	1408	4.5952934
90	1472	4.4564738
90	1536	4.2559782
90	1600	4.105117
90	1664	3.9756018
90	1728	3.83679
90	1792	3.666686
90	1856	3.5706776
90	1920	3.4520004
90	1984	2.9317676
90	2048	3.4060854
91	0	4.8605628
91	64	4.831226
91	128	4.5033732
91	192	5.4461078
91	256	5.8920982
91	320	6.1871306
91	384	6.4923642
91	448	6.7610126
91	512	7.359559
91	576	7.5867144
91	640	7.933038
91	704	8.368622
91	768	6.125158
91	832	7.4041882
91	896	7.0204836
91	960	6.7475098
91	1024	6.3190114
91	1088	5.8599534
91	1152	5.64
91	1216	4.4417068
91	1280	5.0826928
91	1344	4.9494648
91	1408	4.572904
91	1472	4.4279134
91	1536	4.3223796
91	1600	3.3987938
91	1664	3.8976642
91	1728	3.8853636
91	1792	3.754706
91	1856	3.6002398
91	1920	3.5026226
91	1984	3.4117886
91	2048	3.4423268
92	0	4.7528182
92	64	4.7005434
92	128	4.9855232
92	192	5.4157998
92	256	5.7595994
92	320	5.9824252
92	384	6.4634936
92	448	6.6970046
92	512	5.6479524
92	576	7.488987
92	640	7.1684896
92	704	8.2981528
92	768	6.3394242
92	832	7.242568
92	896	5.6283688
92	960	6.4468836
92	1024	6.1153356
92	1088	5.797561
92	1152	5.5664714
92	1216	5.3010112
92	1280	5.0604804
92	1344	4.752421
92	1408	4.6118784
92	1472	4.4588794
92	1536	4.2419376
92	1600	3.7358906
92	1664	3.9745308
92	1728	3.8345996
92	1792	3.6033492
92	1856	3.5710222
92	1920	3.4176926
92	1984	3.372205
92	2048	3.3839152
93	0	4.7881786
93	64	4.7243254
93	128	5.1333912
93	192	5.589021
93	256	5.803258
93	320	5.947615
93	384	6.5995828
93	448	6.8906496
93	512	7.3109106
93	576	7.5309396
93	640	7.8804282
93	704	8.3743806
93	768	7.886098
93	832	7.4093054
93	896	6.744258
93	960	6.6225398
93	1024	5.2830498
93	1088	5.941782
93	1152	5.6831974
93	1216	5.4027644
93	1280	5.1755968
93	1344	4.8916486
93	1408	4.6722536
93	1472	4.5361414
93	1536	4.3268976
93	1600	4.1995896
93	1664	3.985101
93	1728	3.8278158
93	1792	3.7811502
93	1856	3.647793
93	1920	3.5452118
93	1984	3.3718642
93	2048	3.4636706
94	0	4.7181724
94	64	4.7028212
94	128	4.9392328
94	192	5.3459654
94	256	5.7255184
94	320	6.123653
94	384	6.5230844
94	448	6.7534
94	512	7.0265724
94	576	7.4328704
94	640	7.8309632
94	704	8.2447894
94	768	7.1764156
94	832	7.2856862
94	896	6.9367542
94	960	6.5367406
94	1024	5.049948
94	1088	5.7536814
94	1152	5.5278156
94	1216	5.2651262
94	1280	5.028688
94	1344	4.651768
94	1408	4.5889174
94	1472	4.4234006
94	1536	4.2528704
94	1600	3.9183508
94	1664	3.9435596
94	1728	3.806731
94	1792	3.6998056
94	1856	3.5631012
94	1920	3.4228504
94	1984	3.3336828
94	2048	3.3768222
95	0	4.8111808
95	64	3.3902662
95	128	5.0548002
95	192	5.4705482
95	256	5.8338726
95	320	6.1599602
95	384	6.6724052
95	448	6.928229
95	512	7.344519
95	576	7.6102376
95	640	6.8060094
95	704	8.4070128
95	768	7.8214536
95	832	7.4305708
95	896	7.0406702
95	960	6.6960548
95	1024	6.2348388
95	1088	6.0040812
95	1152	5.6198894
95	1216	5.361467
95	1280	5.1159062
95	1344	4.9079962
95	1408	4.6316092
95	1472	4.3083898
95	1536	4.365151
95	1600	4.2022592
95	1664	4.040162
95	1728	3.8464796
95	1792	3.6924376
95	1856	3.6496186
95	1920	3.5453036
95	1984	3.4264832
95	2048	3.4640168
96	0	4.775618
96	64	4.6609258
96	128	4.964952
96	192	5.2373168
96	256	5.4330644
96	320	6.0153852
96	384	6.2971978
96	448	6.7859216
96	512	6.987252
96	576	7.3710504
96	640	6.5949224
96	704	8.282607
96	768	7.765717
96	832	7.336594
96	896	6.8428238
96	960	6.4810134
96	1024	6.1082858
96	1088	5.874601
96	1152	5.5309214
96	1216	5.3064428
96	1280	5.0552376
96	1344	4.7597638
96	1408	4.5816602
96	1472	4.4320734
96	1536	3.8049866
96	1600	4.127834
96	1664	3.9354642
96	1728	3.0911022
96	1792	3.4424136
96	1856	3.3400672
96	1920	3.4279242
96	1984	3.369977
96	2048	3.157999
97	0	4.7752772
97	64	4.7946372
97	128	4.221883
97	192	5.3711938
97	256	5.023176
97	320	5.9857176
97	384	6.5070784
97	448	6.962274
97	512	7.0716176
97	576	7.1084802
97	640	8.1001248
97	704	8.431686
97	768	7.8974014
97	832	7.4414318
97	896	6.9472992
97	960	6.6683762
97	1024	6.0738974
97	1088	5.869359
97	1152	5.5334914
97	1216	4.2910442
97	1280	4.643212
97	1344	4.0161486
97	1408	4.6723232
97	1472	4.4556938
97	1536	3.952698
97	1600	3.4678736
97	1664	4.0008344
97	1728	3.901755
97	1792	3.6994198
97	1856	3.6275158
97	1920	3.408067
97	1984	3.366245
97	2048	3.2407424
98	0	4.7354456
98	64	4.5266576
98	128	5.3774232
98	192	5.3369282
98	256	5.687464
98	320	5.3480974
98	384	6.456573
98	448	6.3135198
98	512	7.12089
98	576	7.4482914
98	640	7.82606
98	704	8.2113472
98	768	7.8425736
98	832	7.2703476
98	896	6.8593654
98	960	5.826662
98	1024	6.1164006
98	1088	5.8415316
98	1152	5.1059592
98	1216	5.2645156
98	1280	4.804751
98	1344	4.7837088
98	1408	4.6052646
98	1472	4.3498186
98	1536	4.2266842
98	1600	4.1016446
98	1664	3.9236106
98	1728	3.7590864
98	1792	3.679029
98	1856	3.5264542
98	1920	3.466611
98	1984	3.3601646
98	2048	3.389362
99	0	4.7200022
99	64	5.0051562
99	128	5.2323508
99	192	5.4565366
99	256	6.004488
99	320	6.140574
99	384	6.4544478
99	448	6.8110914
99	512	7.1721622
99	576	7.6589222
99	640	7.8900434
99	704	8.2532566
99	768	7.9387292
99	832	7.4438762
99	896	6.8410424
99	960	6.6597368
99	1024	6.2017276
99	1088	5.9040468
99	1152	5.6617486
99	1216	5.2372006
99	1280	5.0998172
99	1344	3.9586204
99	1408	4.6763516
99	1472	4.5406276
99	1536	3.5518296
99	1600	4.1744836
99	1664	4.0003338
99	1728	3.3952164
99	1792	3.638033
99	1856	3.6426472
99	1920	3.4641312
99	1984	2.7365696
99	2048	3.4539486
100	0	4.7489658
100	64	4.6566948
100	128	4.9039196
100	192	5.3986232
100	256	5.6953406
100	320	6.1558764
100	384	6.0445412
100	448	6.5669334
100	512	7.0809806
100	576	7.3658976
100	640	7.8652818
100	704	8.2655268
100	768	7.8190236
100	832	6.262042
100	896	6.8773734
100	960	6.487062
100	1024	6.1111536
100	1088	5.8207934
100	1152	5.46974
100	1216	5.268063
100	1280	5.0323008
100	1344	4.8030584
100	1408	4.5960326
100	1472	4.443589
100	1536	4.2668352
100	1600	4.1092116
100	1664	3.966146
100	1728	3.2370412
100	1792	3.6557438
100	1856	3.5300634
100	1920	3.4496966
100	1984	3.342174
100	2048	3.3446524
#END : lundi 14 mai 2012, 04:54:30 (UTC+0200)
