#MATRIX_SIZE : 2048
#START : dimanche 13 mai 2012, 17:03:09 (UTC+0200)
#num_iteration	ydim_gpu	speedup
set zlabel "accélération"
40	1792	3.8311512
40	1856	3.613291
40	1920	3.5837352
40	1984	3.396408
40	2048	3.4394378
41	0	5.1171444
41	64	5.0376028
41	128	5.1168048
41	192	5.5949658
41	256	6.0953552
41	320	6.1891342
41	384	5.9195066
41	448	7.0287572
41	512	7.270836
41	576	7.3792596
41	640	8.8984744
41	704	6.5840264
41	768	8.1340954
41	832	7.6827096
41	896	7.5181514
41	960	6.7909986
41	1024	6.4271038
41	1088	5.8851458
41	1152	5.9241768
41	1216	5.6272538
41	1280	5.2003438
41	1344	5.0581852
41	1408	4.8296138
41	1472	4.8070564
41	1536	4.5342464
41	1600	3.7132304
41	1664	4.1218838
41	1728	4.0637286
41	1792	3.8392564
41	1856	3.8659482
41	1920	3.6920064
41	1984	3.6329542
41	2048	3.6030856
42	0	4.9283846
42	64	4.8796626
42	128	4.412268
42	192	5.2349074
42	256	5.3777908
42	320	6.0359164
42	384	6.4714662
42	448	6.8255568
42	512	7.2325234
42	576	7.3335796
42	640	7.6549568
42	704	7.969104
42	768	7.6946954
42	832	6.9546914
42	896	7.1578048
42	960	6.492451
42	1024	5.2474762
42	1088	4.8583684
42	1152	4.7416306
42	1216	5.3562278
42	1280	5.1799132
42	1344	3.7987142
42	1408	4.701133
42	1472	4.4906036
42	1536	4.4137868
42	1600	4.1970002
42	1664	4.0870524
42	1728	3.9512668
42	1792	3.0618298
42	1856	3.4928284
42	1920	3.504462
42	1984	3.4379624
42	2048	2.9759864
43	0	5.0617376
43	64	5.081491
43	128	5.0772604
43	192	5.6383068
43	256	4.8611662
43	320	6.0705358
43	384	6.6126134
43	448	5.928035
43	512	7.4493124
43	576	7.7170156
43	640	8.266663
43	704	6.593076
43	768	8.272178
43	832	6.8806364
43	896	7.3499826
43	960	6.7695032
43	1024	6.558936
43	1088	6.3420184
43	1152	5.897529
43	1216	5.5970344
43	1280	5.473196
43	1344	5.1289342
43	1408	4.9799784
43	1472	4.7956818
43	1536	4.6042678
43	1600	4.3483556
43	1664	4.0246576
43	1728	4.0372092
43	1792	3.4054058
43	1856	3.8720306
43	1920	3.7303098
43	1984	3.503014
43	2048	3.5164144
44	0	5.0497064
44	64	4.7609462
44	128	4.7854308
44	192	5.4252232
44	256	5.804936
44	320	6.0570922
44	384	6.450786
44	448	6.808553
44	512	7.1960178
44	576	7.4650086
44	640	7.9399402
44	704	6.7032118
44	768	6.8910196
44	832	7.2486712
44	896	4.44339
44	960	6.5292138
44	1024	6.2922558
44	1088	5.8963464
44	1152	5.6670738
44	1216	4.463555
44	1280	5.2239324
44	1344	4.9925168
44	1408	4.641268
44	1472	4.6240604
44	1536	4.311326
44	1600	4.2469776
44	1664	2.928396
44	1728	3.952528
44	1792	3.57739
44	1856	3.6942112
44	1920	3.4970544
44	1984	3.405852
44	2048	3.1275546
45	0	5.0629268
45	64	5.2592554
45	128	5.2822198
45	192	5.2110298
45	256	6.0648904
45	320	6.2153338
45	384	6.5716496
45	448	7.0459502
45	512	7.5347424
45	576	7.6135328
45	640	7.3962846
45	704	8.7446472
45	768	8.2202088
45	832	7.7094404
45	896	7.443113
45	960	6.923902
45	1024	6.4290384
45	1088	4.7031002
45	1152	5.7635378
45	1216	4.8916012
45	1280	5.2321056
45	1344	4.989349
45	1408	4.7357676
45	1472	4.7784782
45	1536	3.6255288
45	1600	3.6477488
45	1664	4.1864144
45	1728	3.5375356
45	1792	3.9709126
45	1856	3.8357532
45	1920	3.7069724
45	1984	3.5338248
45	2048	3.5712908
46	0	4.803365
46	64	4.1604168
46	128	4.9779708
46	192	5.4475516
46	256	5.70856
46	320	6.0470036
46	384	6.4123222
46	448	6.8463048
46	512	7.198959
46	576	7.3109624
46	640	7.9344136
46	704	6.7154498
46	768	7.5550646
46	832	7.332172
46	896	6.742866
46	960	5.5142992
46	1024	6.223396
46	1088	5.9700098
46	1152	5.669444
46	1216	5.4043944
46	1280	5.118556
46	1344	4.985958
46	1408	4.7589734
46	1472	4.5351228
46	1536	4.3094486
46	1600	4.1396338
46	1664	3.9987828
46	1728	3.900542
46	1792	3.5753844
46	1856	3.5571476
46	1920	3.4817734
46	1984	3.4240664
46	2048	3.5030444
47	0	5.0951278
47	64	4.8005548
47	128	3.3606496
47	192	5.4270068
47	256	5.8309828
47	320	6.1153966
47	384	5.8249194
47	448	7.1762434
47	512	7.548369
47	576	6.284538
47	640	7.9805852
47	704	6.841551
47	768	8.253828
47	832	7.5203298
47	896	7.2893636
47	960	6.8799
47	1024	6.6109212
47	1088	6.2795408
47	1152	5.8608166
47	1216	5.6628368
47	1280	5.1184066
47	1344	5.0920204
47	1408	4.8679936
47	1472	4.7576854
47	1536	4.5618446
47	1600	3.5784948
47	1664	4.1580848
47	1728	3.994305
47	1792	3.9533842
47	1856	3.8272314
47	1920	3.6997706
47	1984	3.489237
47	2048	2.9826142
48	0	4.8710484
48	64	3.9419178
48	128	5.089794
48	192	5.178069
48	256	5.3042798
48	320	6.17021
48	384	6.3184614
48	448	6.735929
48	512	7.246673
48	576	7.510193
48	640	7.9239006
48	704	8.331511
48	768	7.8695434
48	832	7.4333408
48	896	7.047726
48	960	6.5060486
48	1024	4.629421
48	1088	5.9804972
48	1152	5.605346
48	1216	5.3407384
48	1280	5.146865
48	1344	4.613026
48	1408	4.7091144
48	1472	4.5189842
48	1536	4.3182322
48	1600	3.4135014
48	1664	4.0830214
48	1728	3.930374
48	1792	3.7496732
48	1856	3.6297604
48	1920	3.293621
48	1984	3.4065736
48	2048	3.1956672
49	0	5.007816
49	64	5.1907128
49	128	5.4235478
49	192	5.5572144
49	256	5.968846
49	320	6.2994896
49	384	6.523482
49	448	6.928499
49	512	7.1788172
49	576	7.970744
49	640	8.1501508
49	704	8.4305882
49	768	8.1097272
49	832	7.3768214
49	896	7.2781336
49	960	7.0042826
49	1024	6.3485096
49	1088	6.1380548
49	1152	5.8434698
49	1216	5.5399292
49	1280	4.9470516
49	1344	4.981277
49	1408	4.770302
49	1472	4.4895684
49	1536	4.5510272
49	1600	4.394864
49	1664	4.058938
49	1728	4.0108956
49	1792	3.8723404
49	1856	3.852766
49	1920	3.6923012
49	1984	3.5145352
49	2048	3.6094182
50	0	4.8654458
50	64	4.7956754
50	128	5.0892416
50	192	5.2018114
50	256	5.8640206
50	320	6.109949
50	384	6.4514568
50	448	6.721707
50	512	7.1235204
50	576	6.1392118
50	640	7.8928136
50	704	8.1730352
50	768	7.7543944
50	832	6.0664568
50	896	7.0082138
50	960	5.32634
50	1024	6.2946466
50	1088	5.996716
50	1152	5.6419232
50	1216	5.1305856
50	1280	5.1338484
50	1344	4.2370716
50	1408	4.6934002
50	1472	4.177892
50	1536	3.615679
50	1600	4.2123174
50	1664	4.0693744
50	1728	3.924269
50	1792	3.6500398
50	1856	3.6316698
50	1920	3.5149438
50	1984	3.4593214
50	2048	3.4245742
51	0	4.6730188
51	64	4.4348666
51	128	5.109707
51	192	5.5732814
51	256	5.692359
51	320	6.3163416
51	384	6.7964052
51	448	7.1920376
51	512	7.2145358
51	576	7.5844496
51	640	7.9816704
51	704	8.56958
51	768	8.0123
51	832	7.525693
51	896	7.0936258
51	960	6.814263
51	1024	4.473772
51	1088	6.2221358
51	1152	5.7256154
51	1216	5.6287138
51	1280	5.205565
51	1344	5.0586378
51	1408	4.7529948
51	1472	4.6481956
51	1536	3.7767666
51	1600	4.2917816
51	1664	4.0845866
51	1728	4.0035544
51	1792	3.8010494
51	1856	3.7281372
51	1920	3.041812
51	1984	2.8554524
51	2048	3.6113852
52	0	4.8965354
52	64	3.8898394
52	128	5.0842908
52	192	5.4487168
52	256	5.705313
52	320	6.0455514
52	384	6.2126518
52	448	5.8170892
52	512	7.031139
52	576	7.4905956
52	640	7.963542
52	704	8.1897556
52	768	7.5420016
52	832	7.3377914
52	896	6.898303
52	960	6.637873
52	1024	6.3144252
52	1088	4.864661
52	1152	5.655259
52	1216	5.1676446
52	1280	4.9788124
52	1344	4.8030356
52	1408	4.7407414
52	1472	4.108192
52	1536	4.372876
52	1600	4.1996598
52	1664	4.0138104
52	1728	3.9125226
52	1792	3.7637912
52	1856	3.6010614
52	1920	3.470011
52	1984	3.3444738
52	2048	3.4176806
53	0	5.0785814
53	64	4.7306562
53	128	4.332625
53	192	5.3676286
53	256	4.8135434
53	320	6.4431322
53	384	6.4814842
53	448	7.1178684
53	512	7.2116946
53	576	7.8844954
53	640	8.0799964
53	704	8.4190778
53	768	8.022986
53	832	7.7104138
53	896	7.2323194
53	960	6.8065992
53	1024	6.5414278
53	1088	6.1010602
53	1152	5.8952704
53	1216	5.617638
53	1280	5.0373676
53	1344	4.1472982
53	1408	4.8264278
53	1472	4.5595268
53	1536	4.3778798
53	1600	4.2624494
53	1664	4.1308764
53	1728	3.922236
53	1792	3.8351138
53	1856	3.3137156
53	1920	3.584357
53	1984	3.4966044
53	2048	2.9538712
54	0	3.9716918
54	64	4.8223714
54	128	4.1875172
54	192	5.2329398
54	256	5.8465988
54	320	6.070933
54	384	6.4375918
54	448	6.7221606
54	512	7.0914932
54	576	7.380521
54	640	7.8911884
54	704	8.340646
54	768	7.7195238
54	832	7.3554734
54	896	5.7103072
54	960	6.6124412
54	1024	6.1515606
54	1088	5.8753532
54	1152	4.5934042
54	1216	4.5342686
54	1280	5.1538966
54	1344	3.980719
54	1408	4.7390614
54	1472	4.4098724
54	1536	4.352026
54	1600	4.15377
54	1664	3.9749856
54	1728	3.9181588
54	1792	3.7386638
54	1856	3.586683
54	1920	2.9480832
54	1984	3.3754018
54	2048	3.4648532
55	0	4.803561
55	64	4.9159252
55	128	4.478172
55	192	5.5009824
55	256	5.6303976
55	320	6.0342634
55	384	6.494543
55	448	5.5592826
55	512	6.954009
55	576	7.6179488
55	640	7.9571304
55	704	8.477557
55	768	8.1314324
55	832	7.608468
55	896	7.148188
55	960	6.7857256
55	1024	6.2231822
55	1088	6.126137
55	1152	5.8806508
55	1216	4.6149638
55	1280	5.252174
55	1344	5.0205048
55	1408	5.0895442
55	1472	4.4945572
55	1536	4.507816
55	1600	3.5759282
55	1664	4.1814912
55	1728	3.8273356
55	1792	3.913945
55	1856	3.7163896
55	1920	3.6469588
55	1984	3.4913752
55	2048	3.585322
56	0	4.7914366
56	64	4.81164
56	128	4.9449706
56	192	5.390938
56	256	5.685843
56	320	6.03689
56	384	6.5563292
56	448	6.7530566
56	512	7.113032
56	576	7.4537614
56	640	7.7886794
56	704	8.2603724
56	768	6.1594604
56	832	5.9758726
56	896	7.0007712
56	960	5.798176
56	1024	6.1753652
56	1088	5.8367358
56	1152	5.6161014
56	1216	5.299737
56	1280	4.91829
56	1344	4.8520998
56	1408	4.6778976
56	1472	4.5207064
56	1536	4.3267346
56	1600	3.8304976
56	1664	3.9787042
56	1728	3.839137
56	1792	3.7723714
56	1856	3.6068734
56	1920	2.9550962
56	1984	3.395844
56	2048	3.4731208
57	0	5.3170746
57	64	4.048442
57	128	4.2564384
57	192	5.4644716
57	256	5.8922506
57	320	6.2763598
57	384	6.5887092
57	448	7.0961068
57	512	7.2750128
57	576	6.8850122
57	640	7.9855054
57	704	8.4504784
57	768	8.1484554
57	832	7.5674854
57	896	7.0583896
57	960	6.7927712
57	1024	6.3122822
57	1088	5.8902136
57	1152	5.7757432
57	1216	5.5041724
57	1280	5.3031008
57	1344	4.8637576
57	1408	4.7792968
57	1472	4.5789828
57	1536	4.3603012
57	1600	4.3355248
57	1664	4.0541796
57	1728	4.049828
57	1792	3.2416366
57	1856	3.1537416
57	1920	3.6370528
57	1984	2.9018526
57	2048	3.5727254
58	0	4.784447
58	64	4.871244
58	128	4.850012
58	192	5.3601866
58	256	5.6808138
58	320	6.081743
58	384	6.3514284
58	448	6.7160466
58	512	7.0143466
58	576	6.198694
58	640	7.9322704
58	704	8.2624482
58	768	7.6380888
58	832	7.4154928
58	896	6.872382
58	960	6.642702
58	1024	6.1653288
58	1088	5.7173434
58	1152	5.5752514
58	1216	4.4238
58	1280	5.1585004
58	1344	4.8836422
58	1408	4.680432
58	1472	4.4788066
58	1536	4.3163326
58	1600	3.8929004
58	1664	3.742097
58	1728	3.9013066
58	1792	3.7354918
58	1856	3.6392468
58	1920	3.5931964
58	1984	3.3594468
58	2048	3.4317448
59	0	3.9992806
59	64	4.7008966
59	128	5.3052754
59	192	5.4191262
59	256	5.903322
59	320	6.3068014
59	384	6.5439892
59	448	6.7112642
59	512	7.1305384
59	576	7.4783758
59	640	8.1089132
59	704	8.5873946
59	768	7.2114554
59	832	7.3009888
59	896	7.0594068
59	960	6.878448
59	1024	6.492457
59	1088	5.9749202
59	1152	4.7080612
59	1216	5.5680564
59	1280	5.2361898
59	1344	5.0901106
59	1408	4.8025312
59	1472	4.5989618
59	1536	4.3590162
59	1600	4.2656842
59	1664	4.1067148
59	1728	3.9980872
59	1792	3.7498354
59	1856	3.689158
59	1920	3.5284312
59	1984	3.5055706
59	2048	3.5375916
60	0	4.787485
60	64	4.7406474
60	128	5.149462
60	192	5.3478326
60	256	5.7483046
60	320	5.9541384
60	384	6.3641004
60	448	6.765484
60	512	7.1152844
60	576	7.5894956
60	640	7.7281214
60	704	8.208349
60	768	7.7547508
60	832	6.0995952
60	896	6.9074882
60	960	6.486753
60	1024	6.2001586
60	1088	4.8996866
60	1152	5.5835622
60	1216	5.345809
60	1280	5.0152298
60	1344	4.820667
60	1408	3.095742
60	1472	4.518357
60	1536	4.2952668
60	1600	4.1868908
60	1664	3.9549286
60	1728	3.8300182
60	1792	3.7288518
60	1856	3.6105718
60	1920	3.494816
60	1984	3.4028418
60	2048	3.4190454
61	0	5.0551134
61	64	4.9728252
61	128	5.296585
61	192	5.460719
61	256	5.9694462
61	320	6.3426776
61	384	6.4644984
61	448	6.9254952
61	512	7.3360436
61	576	7.7420266
61	640	7.9862454
61	704	8.1584564
61	768	8.1484418
61	832	7.6548934
61	896	5.8338234
61	960	6.668981
61	1024	6.1926464
61	1088	5.8086722
61	1152	5.6624008
61	1216	5.3940112
61	1280	5.2284322
61	1344	4.9856976
61	1408	4.2992274
61	1472	4.503234
61	1536	4.4787184
61	1600	4.3040184
61	1664	4.0839992
61	1728	4.0112322
61	1792	3.8653168
61	1856	3.7015232
61	1920	3.5867814
61	1984	2.9626452
61	2048	3.5494764
62	0	4.7596974
62	64	4.7322932
62	128	5.0311824
62	192	4.391948
62	256	4.8076872
62	320	6.0985112
62	384	6.502819
62	448	6.7827926
62	512	7.0242444
62	576	7.2330534
62	640	7.8583418
62	704	8.2080876
62	768	7.7847192
62	832	6.090616
62	896	6.9557456
62	960	6.6284172
62	1024	6.2147092
62	1088	5.8880038
62	1152	5.6522588
62	1216	5.3296598
62	1280	5.0905718
62	1344	4.825473
62	1408	4.667888
62	1472	4.5019486
62	1536	4.3317054
62	1600	3.3987666
62	1664	3.9297002
62	1728	3.223652
62	1792	3.6989434
62	1856	3.5892704
62	1920	3.4952762
62	1984	3.4063748
62	2048	3.3981522
63	0	4.959789
63	64	4.7218578
63	128	4.2855706
63	192	4.4010038
63	256	6.0662952
63	320	6.2278476
63	384	6.6196558
63	448	6.9342298
63	512	7.180118
63	576	6.9967792
63	640	7.9605654
63	704	8.5427966
63	768	7.9061834
63	832	7.1813836
63	896	7.1661316
63	960	6.8155132
63	1024	6.3711394
63	1088	5.3490838
63	1152	4.7636162
63	1216	5.28552
63	1280	4.2871278
63	1344	4.6303352
63	1408	4.7136988
63	1472	4.3781708
63	1536	3.636209
63	1600	3.5020424
63	1664	4.034357
63	1728	3.996767
63	1792	3.8532082
63	1856	3.6760174
63	1920	3.6273142
63	1984	3.5149198
63	2048	3.5106996
64	0	4.847642
64	64	3.9209768
64	128	4.6498194
64	192	5.3453272
64	256	5.7022746
64	320	6.0316808
64	384	5.9172704
64	448	6.7149916
64	512	6.9122382
64	576	6.7234116
64	640	7.8166806
64	704	8.2580428
64	768	7.735065
64	832	7.3612298
64	896	6.918278
64	960	5.9390732
64	1024	6.1283034
64	1088	4.8742194
64	1152	5.608437
64	1216	4.3741656
64	1280	4.2202064
64	1344	4.2958674
64	1408	4.709436
64	1472	4.5036374
64	1536	4.3181028
64	1600	4.1024574
64	1664	4.0189038
64	1728	3.646949
64	1792	3.5522862
64	1856	3.6245702
64	1920	3.4844602
64	1984	3.3835056
64	2048	3.4373992
65	0	4.9190262
65	64	5.2740834
65	128	5.0510722
65	192	5.4232842
65	256	5.9857894
65	320	6.229941
65	384	6.6808506
65	448	7.028031
65	512	7.1931724
65	576	6.4655304
65	640	8.1234116
65	704	8.448815
65	768	6.3798956
65	832	7.3900512
65	896	7.1228172
65	960	6.2209934
65	1024	6.1890106
65	1088	5.061978
65	1152	5.7251044
65	1216	5.4687412
65	1280	5.1351214
65	1344	4.7678106
65	1408	4.8361216
65	1472	4.6325918
65	1536	4.3910798
65	1600	4.2879772
65	1664	4.08599
65	1728	3.9439598
65	1792	3.7472148
65	1856	3.6844716
65	1920	3.5647536
65	1984	3.4544354
65	2048	3.5175268
66	0	4.787369
66	64	4.8785578
66	128	4.8927268
66	192	5.3365088
66	256	5.6795972
66	320	6.071388
66	384	6.4173478
66	448	6.8136214
66	512	7.1179352
66	576	7.4963378
66	640	7.7368646
66	704	8.2824152
66	768	6.4584706
66	832	5.9718864
66	896	7.0065104
66	960	6.5738534
66	1024	6.2424106
66	1088	5.9319214
66	1152	3.946603
66	1216	4.6147512
66	1280	4.9140264
66	1344	4.7811462
66	1408	4.6497114
66	1472	4.4763674
66	1536	4.3231532
66	1600	4.1324168
66	1664	3.9819134
66	1728	3.8006484
66	1792	3.7396656
66	1856	3.6008786
66	1920	3.5179172
66	1984	3.3805278
66	2048	2.8237176
67	0	4.9349404
67	64	4.0117228
67	128	5.3967738
67	192	5.4702072
67	256	5.594548
67	320	6.1233706
67	384	5.5182614
67	448	6.8940612
67	512	5.944926
67	576	7.5437574
67	640	8.0345186
67	704	8.4236466
67	768	7.889012
67	832	7.5274262
67	896	6.8680934
67	960	6.8220156
67	1024	6.3698518
67	1088	6.0200696
67	1152	5.7344556
67	1216	5.4820922
67	1280	5.1666318
67	1344	4.0197134
67	1408	3.9119932
67	1472	4.5146796
67	1536	4.449219
67	1600	4.2174668
67	1664	3.4171546
67	1728	3.9819398
67	1792	3.7976614
67	1856	3.7193058
67	1920	3.5368774
67	1984	3.4874928
67	2048	3.5296794
68	0	4.7763704
68	64	4.8329714
68	128	5.0653184
68	192	4.3737228
68	256	5.700977
68	320	6.0459484
68	384	6.4905064
68	448	6.8106672
68	512	7.1513198
68	576	7.2443368
68	640	7.838801
68	704	8.1926368
68	768	7.8422402
68	832	7.3260028
68	896	6.8687126
68	960	6.5740042
68	1024	6.10344
68	1088	5.7694618
68	1152	5.6542588
68	1216	5.2680326
68	1280	5.0168914
68	1344	3.9517084
68	1408	4.6103948
68	1472	4.5033546
68	1536	4.280673
68	1600	4.1523182
68	1664	3.9380816
68	1728	3.8583982
68	1792	3.6876164
68	1856	3.533179
68	1920	3.528005
68	1984	3.348206
68	2048	2.936578
69	0	5.056629
69	64	4.7171104
69	128	4.7335278
69	192	5.5549792
69	256	5.6723654
69	320	6.1108088
69	384	6.2754382
69	448	6.800098
69	512	6.0367708
69	576	7.7076698
69	640	8.0200438
69	704	8.419644
69	768	7.9809158
69	832	7.302312
69	896	5.8869576
69	960	6.6896868
69	1024	5.0545498
69	1088	6.0911266
69	1152	5.7084962
69	1216	4.5156118
69	1280	4.69894
69	1344	4.8549278
69	1408	4.803816
69	1472	4.626966
69	1536	4.4387794
69	1600	4.1041644
69	1664	3.4203852
69	1728	3.9288776
69	1792	3.8389198
69	1856	3.7089606
69	1920	3.5594044
69	1984	3.4978588
69	2048	3.467734
70	0	4.8190354
70	64	4.767918
70	128	4.9422526
70	192	5.3481768
70	256	5.6167942
70	320	6.020643
70	384	6.4046074
70	448	5.848429
70	512	7.0657386
70	576	7.3783814
70	640	7.611583
70	704	7.9845998
70	768	7.8352622
70	832	7.3595862
70	896	7.0121274
70	960	6.5537164
70	1024	6.1206004
70	1088	5.8888836
70	1152	5.408152
70	1216	5.3545956
70	1280	5.0754058
70	1344	4.807139
70	1408	4.6342924
70	1472	4.2439304
70	1536	4.3211914
70	1600	3.42846
70	1664	4.0441234
70	1728	3.8112408
70	1792	3.7340866
70	1856	3.4187326
70	1920	3.4988896
70	1984	3.327998
70	2048	3.3491314
71	0	4.9291188
71	64	4.8031124
71	128	4.8642364
71	192	5.3188892
71	256	5.9769444
71	320	6.0985056
71	384	6.5910912
71	448	6.8326384
71	512	6.3570082
71	576	7.5894218
71	640	8.0509632
71	704	8.2663516
71	768	8.0390342
71	832	7.436064
71	896	6.941466
71	960	6.7467988
71	1024	6.2520924
71	1088	6.068885
71	1152	5.6267728
71	1216	5.427022
71	1280	5.1092674
71	1344	4.857519
71	1408	4.6820598
71	1472	4.5488376
71	1536	4.3496136
71	1600	4.1248892
71	1664	4.1208602
71	1728	3.9145684
71	1792	3.837959
71	1856	3.6619496
71	1920	3.5204094
71	1984	3.439757
71	2048	3.522209
72	0	3.8718828
72	64	4.8362272
72	128	5.019455
72	192	5.278436
72	256	5.7560462
72	320	6.0105168
72	384	6.4565162
72	448	6.8079484
72	512	7.1650172
72	576	6.1052562
72	640	7.86586
72	704	8.2053496
72	768	7.7769178
72	832	7.2602482
72	896	6.90778
72	960	6.5190876
72	1024	6.1892752
72	1088	5.8936446
72	1152	5.5988114
72	1216	5.308871
72	1280	5.0107688
72	1344	4.8857694
72	1408	4.599993
72	1472	4.4910342
72	1536	4.302207
72	1600	4.1391482
72	1664	3.9562452
72	1728	3.8011938
72	1792	3.712777
72	1856	3.5751898
72	1920	3.5010468
72	1984	3.3669316
72	2048	3.434083
73	0	4.7155728
73	64	4.9915086
73	128	5.206794
73	192	5.4285394
73	256	5.7499354
73	320	6.0714532
73	384	6.493272
73	448	6.7266296
73	512	7.2447702
73	576	7.7021444
73	640	7.7783954
73	704	8.4216242
73	768	8.0257532
73	832	7.0183502
73	896	7.111124
73	960	6.7029172
73	1024	6.3302684
73	1088	5.5914036
73	1152	5.689435
73	1216	5.362833
73	1280	5.2759768
73	1344	4.950613
73	1408	4.7381598
73	1472	4.5423308
73	1536	4.4100134
73	1600	4.2572738
73	1664	4.0511396
73	1728	3.909775
73	1792	3.746198
73	1856	3.7206062
73	1920	3.5096484
73	1984	3.4354058
73	2048	3.3920006
74	0	4.7251774
74	64	4.7051746
74	128	4.2625454
74	192	5.3941716
74	256	5.6795238
74	320	6.0347492
74	384	6.4243072
74	448	6.824909
74	512	7.1708868
74	576	7.4976248
74	640	7.87032
74	704	8.2951024
74	768	7.562805
74	832	7.2249786
74	896	6.9533844
74	960	6.528724
74	1024	6.2460094
74	1088	5.7410256
74	1152	5.578472
74	1216	5.297141
74	1280	5.046973
74	1344	4.8322056
74	1408	4.0574284
74	1472	4.415771
74	1536	3.1513384
74	1600	4.1225148
74	1664	3.9455098
74	1728	3.8551046
74	1792	3.1034658
74	1856	3.6066742
74	1920	3.4921292
74	1984	3.3855828
74	2048	3.4012752
75	0	4.9105462
75	64	4.9100838
75	128	5.0355342
75	192	5.536999
75	256	5.8996816
75	320	6.144646
75	384	6.455535
75	448	6.936799
75	512	7.409543
75	576	7.6062188
75	640	7.986223
75	704	8.600475
75	768	7.8207972
75	832	7.6357834
75	896	7.1975428
75	960	6.4685864
75	1024	6.4010822
75	1088	4.958447
75	1152	5.7049532
75	1216	5.1903012
75	1280	5.1110422
75	1344	4.8173938
75	1408	4.7428276
75	1472	4.448619
75	1536	4.3243178
75	1600	4.2151826
75	1664	4.0257288
75	1728	3.8649448
75	1792	3.1319576
75	1856	3.648768
75	1920	3.535665
75	1984	3.389739
75	2048	2.8979568
76	0	4.7910238
76	64	4.4433594
76	128	5.1309042
76	192	5.2197998
76	256	5.7388834
76	320	5.9258666
76	384	5.248116
76	448	4.2991706
76	512	7.1561828
76	576	7.4376936
76	640	7.8820254
76	704	8.2620946
76	768	7.783516
76	832	7.2358952
76	896	6.9825234
76	960	6.46926
76	1024	5.7096086
76	1088	4.8132484
76	1152	5.504781
76	1216	5.3353842
76	1280	5.0434216
76	1344	4.824192
76	1408	4.6070462
76	1472	4.4232282
76	1536	4.3035622
76	1600	4.0952486
76	1664	3.9513732
76	1728	3.8596488
76	1792	3.680732
76	1856	3.587105
76	1920	3.4004386
76	1984	3.3435554
76	2048	3.4035002
77	0	5.1998356
77	64	4.7878168
77	128	5.1409424
77	192	4.4966672
77	256	5.4312708
77	320	5.0907472
77	384	6.6028608
77	448	5.5096986
77	512	7.3360142
77	576	7.6103726
77	640	8.1183746
77	704	8.3597892
77	768	8.1102932
77	832	7.426991
77	896	5.7524124
77	960	6.6749578
77	1024	6.163269
77	1088	5.763152
77	1152	5.6015684
77	1216	5.4641848
77	1280	5.099065
77	1344	4.9840056
77	1408	4.2949828
77	1472	4.581191
77	1536	3.85615
77	1600	4.1794676
77	1664	4.0453074
77	1728	3.907001
77	1792	3.841125
77	1856	3.009471
77	1920	3.0204324
77	1984	3.42864
77	2048	3.4972734
78	0	4.8407674
78	64	4.8261218
78	128	4.9635414
78	192	5.3070972
78	256	5.6420446
78	320	5.5397998
78	384	6.0268686
78	448	5.5334954
78	512	7.1261276
78	576	7.4460182
78	640	7.7847792
78	704	8.3219712
78	768	7.6479158
78	832	5.964356
78	896	6.861312
78	960	6.4941826
78	1024	6.1740578
78	1088	5.5190902
78	1152	5.5963612
78	1216	5.3025418
78	1280	4.7987002
78	1344	4.8611428
78	1408	4.6422956
78	1472	4.4019694
78	1536	4.2012718
78	1600	4.1406712
78	1664	3.9731798
78	1728	3.8552972
78	1792	3.7265872
78	1856	3.5981426
78	1920	3.469986
78	1984	3.381384
78	2048	3.3631338
79	0	5.2290246
79	64	4.7829162
79	128	5.021278
79	192	5.2335628
79	256	5.395959
79	320	6.12131
79	384	6.1958802
79	448	6.9019396
79	512	7.1445038
79	576	6.2892226
79	640	7.8798128
79	704	8.383006
79	768	7.8670314
79	832	7.4893662
79	896	7.0574382
79	960	5.9195032
79	1024	6.1899402
79	1088	5.914767
79	1152	5.6936064
79	1216	5.4550174
79	1280	5.1107508
79	1344	4.9817752
79	1408	4.0628108
79	1472	4.47087
79	1536	4.3595786
79	1600	4.232156
79	1664	3.9919506
79	1728	3.8975012
79	1792	3.7232672
79	1856	3.6417872
79	1920	3.5332128
79	1984	3.3561104
79	2048	3.4585556
80	0	4.8189398
80	64	3.9821952
80	128	4.9996086
80	192	4.4169796
80	256	5.8632358
80	320	5.9184514
80	384	6.3113014
80	448	6.7226482
80	512	6.210396
80	576	7.4280458
80	640	7.7597746
80	704	8.3071284
80	768	7.8112904
80	832	7.088623
80	896	5.6242652
80	960	5.1891344
80	1024	6.1473672
80	1088	5.8609442
80	1152	5.578232
80	1216	5.3145294
80	1280	4.1709204
80	1344	4.814978
80	1408	4.5913026
80	1472	4.2799702
80	1536	4.1159868
80	1600	4.112106
80	1664	3.9432202
80	1728	3.808084
80	1792	3.7158372
80	1856	2.990669
80	1920	3.4508298
80	1984	2.2457702
80	2048	3.4210958
81	0	4.7926162
81	64	4.854484
81	128	5.0760246
81	192	4.4174302
81	256	5.829892
81	320	6.0287586
81	384	5.9736756
81	448	6.9443332
81	512	7.311798
81	576	7.6999926
81	640	8.0173746
81	704	8.2146774
81	768	7.8425048
81	832	7.2211494
81	896	7.0606164
81	960	6.4217784
81	1024	6.1492612
81	1088	6.0473454
81	1152	4.5976384
81	1216	5.427709
81	1280	5.1687658
81	1344	4.9210998
81	1408	4.7139768
81	1472	4.5711322
81	1536	4.4068154
81	1600	4.1814966
81	1664	4.0345616
